,imsi,Outlet_Type,Outlet_Location_Type
5488,OUT04,Supermarket Type1,Tier 1
5493,OUT04,Supermarket Type1,Tier 1
5504,OUT04,Supermarket Type1,Tier 1
5510,OUT04,Supermarket Type1,Tier 1
5514,OUT04,Supermarket Type1,Tier 1
5515,OUT04,Supermarket Type1,Tier 1
5520,OUT04,Supermarket Type1,Tier 1
5532,OUT04,Supermarket Type1,Tier 1
5537,OUT04,Supermarket Type1,Tier 1
5538,OUT04,Supermarket Type1,Tier 1
5540,OUT04,Supermarket Type1,Tier 1
5541,OUT04,Supermarket Type1,Tier 1
5543,OUT04,Supermarket Type1,Tier 1
5553,OUT04,Supermarket Type1,Tier 1
5555,OUT04,Supermarket Type1,Tier 1
5560,OUT04,Supermarket Type1,Tier 1
5562,OUT04,Supermarket Type1,Tier 1
5569,OUT04,Supermarket Type1,Tier 1
5571,OUT04,Supermarket Type1,Tier 1
5572,OUT04,Supermarket Type1,Tier 1
5583,OUT04,Supermarket Type1,Tier 1
5584,OUT04,Supermarket Type1,Tier 1
5587,OUT04,Supermarket Type1,Tier 1
5600,OUT04,Supermarket Type1,Tier 1
5608,OUT04,Supermarket Type1,Tier 1
5613,OUT04,Supermarket Type1,Tier 1
5616,OUT04,Supermarket Type1,Tier 1
5621,OUT04,Supermarket Type1,Tier 1
5622,OUT04,Supermarket Type1,Tier 1
5627,OUT04,Supermarket Type1,Tier 1
5644,OUT04,Supermarket Type1,Tier 1
5647,OUT04,Supermarket Type1,Tier 1
5648,OUT04,Supermarket Type1,Tier 1
5650,OUT04,Supermarket Type1,Tier 1
5656,OUT04,Supermarket Type1,Tier 1
5658,OUT04,Supermarket Type1,Tier 1
5664,OUT04,Supermarket Type1,Tier 1
5666,OUT04,Supermarket Type1,Tier 1
5667,OUT04,Supermarket Type1,Tier 1
5673,OUT04,Supermarket Type1,Tier 1
5674,OUT04,Supermarket Type1,Tier 1
5684,OUT04,Supermarket Type1,Tier 1
5698,OUT04,Supermarket Type1,Tier 1
5700,OUT04,Supermarket Type1,Tier 1
5701,OUT04,Supermarket Type1,Tier 1
5706,OUT04,Supermarket Type1,Tier 1
5714,OUT04,Supermarket Type1,Tier 1
5718,OUT04,Supermarket Type1,Tier 1
5720,OUT04,Supermarket Type1,Tier 1
5725,OUT04,Supermarket Type1,Tier 1
5727,OUT04,Supermarket Type1,Tier 1
5737,OUT04,Supermarket Type1,Tier 1
5741,OUT04,Supermarket Type1,Tier 1
5744,OUT04,Supermarket Type1,Tier 1
5748,OUT04,Supermarket Type1,Tier 1
5749,OUT04,Supermarket Type1,Tier 1
5764,OUT04,Supermarket Type1,Tier 1
5774,OUT04,Supermarket Type1,Tier 1
5778,OUT04,Supermarket Type1,Tier 1
5780,OUT04,Supermarket Type1,Tier 1
5781,OUT04,Supermarket Type1,Tier 1
5788,OUT04,Supermarket Type1,Tier 1
5791,OUT04,Supermarket Type1,Tier 1
5792,OUT04,Supermarket Type1,Tier 1
5793,OUT04,Supermarket Type1,Tier 1
5798,OUT04,Supermarket Type1,Tier 1
5801,OUT04,Supermarket Type1,Tier 1
5814,OUT04,Supermarket Type1,Tier 1
5817,OUT04,Supermarket Type1,Tier 1
5823,OUT04,Supermarket Type1,Tier 1
5824,OUT04,Supermarket Type1,Tier 1
5828,OUT04,Supermarket Type1,Tier 1
5835,OUT04,Supermarket Type1,Tier 1
5845,OUT04,Supermarket Type1,Tier 1
5850,OUT04,Supermarket Type1,Tier 1
5852,OUT04,Supermarket Type1,Tier 1
5865,OUT04,Supermarket Type1,Tier 1
5867,OUT04,Supermarket Type1,Tier 1
5874,OUT04,Supermarket Type1,Tier 1
5878,OUT04,Supermarket Type1,Tier 1
5882,OUT04,Supermarket Type1,Tier 1
5884,OUT04,Supermarket Type1,Tier 1
5887,OUT04,Supermarket Type1,Tier 1
5892,OUT04,Supermarket Type1,Tier 1
5895,OUT04,Supermarket Type1,Tier 1
5904,OUT04,Supermarket Type1,Tier 1
5905,OUT04,Supermarket Type1,Tier 1
5906,OUT04,Supermarket Type1,Tier 1
5907,OUT04,Supermarket Type1,Tier 1
5922,OUT04,Supermarket Type1,Tier 1
5924,OUT04,Supermarket Type1,Tier 1
5925,OUT04,Supermarket Type1,Tier 1
5926,OUT04,Supermarket Type1,Tier 1
5927,OUT04,Supermarket Type1,Tier 1
5932,OUT04,Supermarket Type1,Tier 1
5939,OUT04,Supermarket Type1,Tier 1
5944,OUT04,Supermarket Type1,Tier 1
5945,OUT04,Supermarket Type1,Tier 1
5947,OUT04,Supermarket Type1,Tier 1
5949,OUT04,Supermarket Type1,Tier 1
5965,OUT04,Supermarket Type1,Tier 1
5979,OUT04,Supermarket Type1,Tier 1
5981,OUT04,Supermarket Type1,Tier 1
5985,OUT04,Supermarket Type1,Tier 1
5987,OUT04,Supermarket Type1,Tier 1
5996,OUT04,Supermarket Type1,Tier 1
5999,OUT04,Supermarket Type1,Tier 1
6003,OUT04,Supermarket Type1,Tier 1
6007,OUT04,Supermarket Type1,Tier 1
6011,OUT04,Supermarket Type1,Tier 1
6018,OUT04,Supermarket Type1,Tier 1
6021,OUT04,Supermarket Type1,Tier 1
6022,OUT04,Supermarket Type1,Tier 1
6026,OUT04,Supermarket Type1,Tier 1
6032,OUT04,Supermarket Type1,Tier 1
6034,OUT04,Supermarket Type1,Tier 1
6038,OUT04,Supermarket Type1,Tier 1
6046,OUT04,Supermarket Type1,Tier 1
6050,OUT04,Supermarket Type1,Tier 1
6052,OUT04,Supermarket Type1,Tier 1
6055,OUT04,Supermarket Type1,Tier 1
6063,OUT04,Supermarket Type1,Tier 1
6067,OUT04,Supermarket Type1,Tier 1
6070,OUT04,Supermarket Type1,Tier 1
6071,OUT04,Supermarket Type1,Tier 1
6073,OUT04,Supermarket Type1,Tier 1
6074,OUT04,Supermarket Type1,Tier 1
6075,OUT04,Supermarket Type1,Tier 1
6081,OUT04,Supermarket Type1,Tier 1
6084,OUT04,Supermarket Type1,Tier 1
6097,OUT04,Supermarket Type1,Tier 1
6104,OUT04,Supermarket Type1,Tier 1
6109,OUT04,Supermarket Type1,Tier 1
6113,OUT04,Supermarket Type1,Tier 1
6121,OUT04,Supermarket Type1,Tier 1
6137,OUT04,Supermarket Type1,Tier 1
6138,OUT04,Supermarket Type1,Tier 1
6143,OUT04,Supermarket Type1,Tier 1
6144,OUT04,Supermarket Type1,Tier 1
6146,OUT04,Supermarket Type1,Tier 1
6148,OUT04,Supermarket Type1,Tier 1
6149,OUT04,Supermarket Type1,Tier 1
6154,OUT04,Supermarket Type1,Tier 1
6155,OUT04,Supermarket Type1,Tier 1
6168,OUT04,Supermarket Type1,Tier 1
6170,OUT04,Supermarket Type1,Tier 1
6174,OUT04,Supermarket Type1,Tier 1
6176,OUT04,Supermarket Type1,Tier 1
6181,OUT04,Supermarket Type1,Tier 1
6183,OUT04,Supermarket Type1,Tier 1
6188,OUT04,Supermarket Type1,Tier 1
6196,OUT04,Supermarket Type1,Tier 1
6199,OUT04,Supermarket Type1,Tier 1
6202,OUT04,Supermarket Type1,Tier 1
6203,OUT04,Supermarket Type1,Tier 1
6207,OUT04,Supermarket Type1,Tier 1
6212,OUT04,Supermarket Type1,Tier 1
6215,OUT04,Supermarket Type1,Tier 1
6220,OUT04,Supermarket Type1,Tier 1
6222,OUT04,Supermarket Type1,Tier 1
6223,OUT04,Supermarket Type1,Tier 1
6232,OUT04,Supermarket Type1,Tier 1
6233,OUT04,Supermarket Type1,Tier 1
6243,OUT04,Supermarket Type1,Tier 1
6245,OUT04,Supermarket Type1,Tier 1
6246,OUT04,Supermarket Type1,Tier 1
6248,OUT04,Supermarket Type1,Tier 1
6256,OUT04,Supermarket Type1,Tier 1
6263,OUT04,Supermarket Type1,Tier 1
6264,OUT04,Supermarket Type1,Tier 1
6265,OUT04,Supermarket Type1,Tier 1
6272,OUT04,Supermarket Type1,Tier 1
6276,OUT04,Supermarket Type1,Tier 1
6282,OUT04,Supermarket Type1,Tier 1
6285,OUT04,Supermarket Type1,Tier 1
6286,OUT04,Supermarket Type1,Tier 1
6287,OUT04,Supermarket Type1,Tier 1
6289,OUT04,Supermarket Type1,Tier 1
6298,OUT04,Supermarket Type1,Tier 1
6299,OUT04,Supermarket Type1,Tier 1
6301,OUT04,Supermarket Type1,Tier 1
6304,OUT04,Supermarket Type1,Tier 1
6324,OUT04,Supermarket Type1,Tier 1
6325,OUT04,Supermarket Type1,Tier 1
6326,OUT04,Supermarket Type1,Tier 1
6329,OUT04,Supermarket Type1,Tier 1
6333,OUT04,Supermarket Type1,Tier 1
6340,OUT04,Supermarket Type1,Tier 1
6349,OUT04,Supermarket Type1,Tier 1
6353,OUT04,Supermarket Type1,Tier 1
6355,OUT04,Supermarket Type1,Tier 1
6363,OUT04,Supermarket Type1,Tier 1
6373,OUT04,Supermarket Type1,Tier 1
6376,OUT04,Supermarket Type1,Tier 1
6378,OUT04,Supermarket Type1,Tier 1
6381,OUT04,Supermarket Type1,Tier 1
6385,OUT04,Supermarket Type1,Tier 1
6391,OUT04,Supermarket Type1,Tier 1
6395,OUT04,Supermarket Type1,Tier 1
6402,OUT04,Supermarket Type1,Tier 1
6406,OUT04,Supermarket Type1,Tier 1
6407,OUT04,Supermarket Type1,Tier 1
6416,OUT04,Supermarket Type1,Tier 1
6431,OUT04,Supermarket Type1,Tier 1
6434,OUT04,Supermarket Type1,Tier 1
6439,OUT04,Supermarket Type1,Tier 1
6440,OUT04,Supermarket Type1,Tier 1
6445,OUT04,Supermarket Type1,Tier 1
6446,OUT04,Supermarket Type1,Tier 1
6452,OUT04,Supermarket Type1,Tier 1
6455,OUT04,Supermarket Type1,Tier 1
6456,OUT04,Supermarket Type1,Tier 1
6467,OUT04,Supermarket Type1,Tier 1
6472,OUT04,Supermarket Type1,Tier 1
6473,OUT04,Supermarket Type1,Tier 1
6478,OUT04,Supermarket Type1,Tier 1
6482,OUT04,Supermarket Type1,Tier 1
6488,OUT04,Supermarket Type1,Tier 1
6509,OUT04,Supermarket Type1,Tier 1
6518,OUT04,Supermarket Type1,Tier 1
6519,OUT04,Supermarket Type1,Tier 1
6521,OUT04,Supermarket Type1,Tier 1
6522,OUT04,Supermarket Type1,Tier 1
6524,OUT04,Supermarket Type1,Tier 1
6529,OUT04,Supermarket Type1,Tier 1
6530,OUT04,Supermarket Type1,Tier 1
6533,OUT04,Supermarket Type1,Tier 1
6534,OUT04,Supermarket Type1,Tier 1
6535,OUT04,Supermarket Type1,Tier 1
6540,OUT04,Supermarket Type1,Tier 1
6554,OUT04,Supermarket Type1,Tier 1
6559,OUT04,Supermarket Type1,Tier 1
6560,OUT04,Supermarket Type1,Tier 1
6567,OUT04,Supermarket Type1,Tier 1
6585,OUT04,Supermarket Type1,Tier 1
6594,OUT04,Supermarket Type1,Tier 1
6595,OUT04,Supermarket Type1,Tier 1
6597,OUT04,Supermarket Type1,Tier 1
6598,OUT04,Supermarket Type1,Tier 1
6600,OUT04,Supermarket Type1,Tier 1
6613,OUT04,Supermarket Type1,Tier 1
6626,OUT04,Supermarket Type1,Tier 1
6634,OUT04,Supermarket Type1,Tier 1
6638,OUT04,Supermarket Type1,Tier 1
6645,OUT04,Supermarket Type1,Tier 1
6648,OUT04,Supermarket Type1,Tier 1
6649,OUT04,Supermarket Type1,Tier 1
6651,OUT04,Supermarket Type1,Tier 1
6659,OUT04,Supermarket Type1,Tier 1
6660,OUT04,Supermarket Type1,Tier 1
6661,OUT04,Supermarket Type1,Tier 1
6668,OUT04,Supermarket Type1,Tier 1
6677,OUT04,Supermarket Type1,Tier 1
6681,OUT04,Supermarket Type1,Tier 1
6683,OUT04,Supermarket Type1,Tier 1
6686,OUT04,Supermarket Type1,Tier 1
6690,OUT04,Supermarket Type1,Tier 1
6692,OUT04,Supermarket Type1,Tier 1
6693,OUT04,Supermarket Type1,Tier 1
6697,OUT04,Supermarket Type1,Tier 1
6703,OUT04,Supermarket Type1,Tier 1
6717,OUT04,Supermarket Type1,Tier 1
6720,OUT04,Supermarket Type1,Tier 1
6726,OUT04,Supermarket Type1,Tier 1
6729,OUT04,Supermarket Type1,Tier 1
6731,OUT04,Supermarket Type1,Tier 1
6733,OUT04,Supermarket Type1,Tier 1
6737,OUT04,Supermarket Type1,Tier 1
6738,OUT04,Supermarket Type1,Tier 1
6739,OUT04,Supermarket Type1,Tier 1
6745,OUT04,Supermarket Type1,Tier 1
6749,OUT04,Supermarket Type1,Tier 1
6752,OUT04,Supermarket Type1,Tier 1
6755,OUT04,Supermarket Type1,Tier 1
6758,OUT04,Supermarket Type1,Tier 1
6762,OUT04,Supermarket Type1,Tier 1
6765,OUT04,Supermarket Type1,Tier 1
6768,OUT04,Supermarket Type1,Tier 1
6770,OUT04,Supermarket Type1,Tier 1
6785,OUT04,Supermarket Type1,Tier 1
6787,OUT04,Supermarket Type1,Tier 1
6800,OUT04,Supermarket Type1,Tier 1
6803,OUT04,Supermarket Type1,Tier 1
6807,OUT04,Supermarket Type1,Tier 1
6810,OUT04,Supermarket Type1,Tier 1
6812,OUT04,Supermarket Type1,Tier 1
6816,OUT04,Supermarket Type1,Tier 1
6819,OUT04,Supermarket Type1,Tier 1
6822,OUT04,Supermarket Type1,Tier 1
6824,OUT04,Supermarket Type1,Tier 1
6827,OUT04,Supermarket Type1,Tier 1
6828,OUT04,Supermarket Type1,Tier 1
6834,OUT04,Supermarket Type1,Tier 1
6841,OUT04,Supermarket Type1,Tier 1
6845,OUT04,Supermarket Type1,Tier 1
6850,OUT04,Supermarket Type1,Tier 1
6853,OUT04,Supermarket Type1,Tier 1
6860,OUT04,Supermarket Type1,Tier 1
6863,OUT04,Supermarket Type1,Tier 1
6866,OUT04,Supermarket Type1,Tier 1
6878,OUT04,Supermarket Type1,Tier 1
6879,OUT04,Supermarket Type1,Tier 1
6885,OUT04,Supermarket Type1,Tier 1
6894,OUT04,Supermarket Type1,Tier 1
6897,OUT04,Supermarket Type1,Tier 1
6901,OUT04,Supermarket Type1,Tier 1
6907,OUT04,Supermarket Type1,Tier 1
6916,OUT04,Supermarket Type1,Tier 1
6929,OUT04,Supermarket Type1,Tier 1
6931,OUT04,Supermarket Type1,Tier 1
6932,OUT04,Supermarket Type1,Tier 1
6934,OUT04,Supermarket Type1,Tier 1
6944,OUT04,Supermarket Type1,Tier 1
6949,OUT04,Supermarket Type1,Tier 1
6957,OUT04,Supermarket Type1,Tier 1
6962,OUT04,Supermarket Type1,Tier 1
6970,OUT04,Supermarket Type1,Tier 1
6974,OUT04,Supermarket Type1,Tier 1
6977,OUT04,Supermarket Type1,Tier 1
6982,OUT04,Supermarket Type1,Tier 1
6988,OUT04,Supermarket Type1,Tier 1
7001,OUT04,Supermarket Type1,Tier 1
7006,OUT04,Supermarket Type1,Tier 1
7008,OUT04,Supermarket Type1,Tier 1
7009,OUT04,Supermarket Type1,Tier 1
7014,OUT04,Supermarket Type1,Tier 1
7019,OUT04,Supermarket Type1,Tier 1
7020,OUT04,Supermarket Type1,Tier 1
7021,OUT04,Supermarket Type1,Tier 1
7023,OUT04,Supermarket Type1,Tier 1
7026,OUT04,Supermarket Type1,Tier 1
7028,OUT04,Supermarket Type1,Tier 1
7031,OUT04,Supermarket Type1,Tier 1
7033,OUT04,Supermarket Type1,Tier 1
7034,OUT04,Supermarket Type1,Tier 1
7036,OUT04,Supermarket Type1,Tier 1
7037,OUT04,Supermarket Type1,Tier 1
7041,OUT04,Supermarket Type1,Tier 1
7044,OUT04,Supermarket Type1,Tier 1
7045,OUT04,Supermarket Type1,Tier 1
7053,OUT04,Supermarket Type1,Tier 1
7054,OUT04,Supermarket Type1,Tier 1
7064,OUT04,Supermarket Type1,Tier 1
7077,OUT04,Supermarket Type1,Tier 1
7078,OUT04,Supermarket Type1,Tier 1
7092,OUT04,Supermarket Type1,Tier 1
7093,OUT04,Supermarket Type1,Tier 1
7104,OUT04,Supermarket Type1,Tier 1
7109,OUT04,Supermarket Type1,Tier 1
7110,OUT04,Supermarket Type1,Tier 1
7114,OUT04,Supermarket Type1,Tier 1
7118,OUT04,Supermarket Type1,Tier 1
7122,OUT04,Supermarket Type1,Tier 1
7126,OUT04,Supermarket Type1,Tier 1
7127,OUT04,Supermarket Type1,Tier 1
7128,OUT04,Supermarket Type1,Tier 1
7134,OUT04,Supermarket Type1,Tier 1
7139,OUT04,Supermarket Type1,Tier 1
7150,OUT04,Supermarket Type1,Tier 1
7153,OUT04,Supermarket Type1,Tier 1
7154,OUT04,Supermarket Type1,Tier 1
7159,OUT04,Supermarket Type1,Tier 1
7162,OUT04,Supermarket Type1,Tier 1
7163,OUT04,Supermarket Type1,Tier 1
7170,OUT04,Supermarket Type1,Tier 1
7172,OUT04,Supermarket Type1,Tier 1
7173,OUT04,Supermarket Type1,Tier 1
7176,OUT04,Supermarket Type1,Tier 1
7185,OUT04,Supermarket Type1,Tier 1
7197,OUT04,Supermarket Type1,Tier 1
7199,OUT04,Supermarket Type1,Tier 1
7205,OUT04,Supermarket Type1,Tier 1
7207,OUT04,Supermarket Type1,Tier 1
7211,OUT04,Supermarket Type1,Tier 1
7212,OUT04,Supermarket Type1,Tier 1
7216,OUT04,Supermarket Type1,Tier 1
7219,OUT04,Supermarket Type1,Tier 1
7222,OUT04,Supermarket Type1,Tier 1
7224,OUT04,Supermarket Type1,Tier 1
7227,OUT04,Supermarket Type1,Tier 1
7228,OUT04,Supermarket Type1,Tier 1
7239,OUT04,Supermarket Type1,Tier 1
7240,OUT04,Supermarket Type1,Tier 1
7242,OUT04,Supermarket Type1,Tier 1
7243,OUT04,Supermarket Type1,Tier 1
7254,OUT04,Supermarket Type1,Tier 1
7257,OUT04,Supermarket Type1,Tier 1
7262,OUT04,Supermarket Type1,Tier 1
7263,OUT04,Supermarket Type1,Tier 1
7269,OUT04,Supermarket Type1,Tier 1
7270,OUT04,Supermarket Type1,Tier 1
7272,OUT04,Supermarket Type1,Tier 1
7291,OUT04,Supermarket Type1,Tier 1
7298,OUT04,Supermarket Type1,Tier 1
7299,OUT04,Supermarket Type1,Tier 1
7303,OUT04,Supermarket Type1,Tier 1
7311,OUT04,Supermarket Type1,Tier 1
7312,OUT04,Supermarket Type1,Tier 1
7321,OUT04,Supermarket Type1,Tier 1
7327,OUT04,Supermarket Type1,Tier 1
7328,OUT04,Supermarket Type1,Tier 1
7330,OUT04,Supermarket Type1,Tier 1
7340,OUT04,Supermarket Type1,Tier 1
7341,OUT04,Supermarket Type1,Tier 1
7345,OUT04,Supermarket Type1,Tier 1
7348,OUT04,Supermarket Type1,Tier 1
7354,OUT04,Supermarket Type1,Tier 1
7357,OUT04,Supermarket Type1,Tier 1
7359,OUT04,Supermarket Type1,Tier 1
7364,OUT04,Supermarket Type1,Tier 1
7369,OUT04,Supermarket Type1,Tier 1
7370,OUT04,Supermarket Type1,Tier 1
7372,OUT04,Supermarket Type1,Tier 1
7401,OUT04,Supermarket Type1,Tier 1
7404,OUT04,Supermarket Type1,Tier 1
7405,OUT04,Supermarket Type1,Tier 1
7407,OUT04,Supermarket Type1,Tier 1
7415,OUT04,Supermarket Type1,Tier 1
7418,OUT04,Supermarket Type1,Tier 1
7430,OUT04,Supermarket Type1,Tier 1
7433,OUT04,Supermarket Type1,Tier 1
7434,OUT04,Supermarket Type1,Tier 1
7439,OUT04,Supermarket Type1,Tier 1
7443,OUT04,Supermarket Type1,Tier 1
7445,OUT04,Supermarket Type1,Tier 1
7447,OUT04,Supermarket Type1,Tier 1
7448,OUT04,Supermarket Type1,Tier 1
7449,OUT04,Supermarket Type1,Tier 1
7455,OUT04,Supermarket Type1,Tier 1
7458,OUT04,Supermarket Type1,Tier 1
7464,OUT04,Supermarket Type1,Tier 1
7469,OUT04,Supermarket Type1,Tier 1
7476,OUT04,Supermarket Type1,Tier 1
7481,OUT04,Supermarket Type1,Tier 1
7484,OUT04,Supermarket Type1,Tier 1
7495,OUT04,Supermarket Type1,Tier 1
7505,OUT04,Supermarket Type1,Tier 1
7507,OUT04,Supermarket Type1,Tier 1
7517,OUT04,Supermarket Type1,Tier 1
7518,OUT04,Supermarket Type1,Tier 1
7519,OUT04,Supermarket Type1,Tier 1
7522,OUT04,Supermarket Type1,Tier 1
7523,OUT04,Supermarket Type1,Tier 1
7535,OUT04,Supermarket Type1,Tier 1
7541,OUT04,Supermarket Type1,Tier 1
7546,OUT04,Supermarket Type1,Tier 1
7548,OUT04,Supermarket Type1,Tier 1
7550,OUT04,Supermarket Type1,Tier 1
7557,OUT04,Supermarket Type1,Tier 1
7570,OUT04,Supermarket Type1,Tier 1
7571,OUT04,Supermarket Type1,Tier 1
7573,OUT04,Supermarket Type1,Tier 1
7574,OUT04,Supermarket Type1,Tier 1
7576,OUT04,Supermarket Type1,Tier 1
7577,OUT04,Supermarket Type1,Tier 1
7579,OUT04,Supermarket Type1,Tier 1
7584,OUT04,Supermarket Type1,Tier 1
7588,OUT04,Supermarket Type1,Tier 1
7589,OUT04,Supermarket Type1,Tier 1
7600,OUT04,Supermarket Type1,Tier 1
7608,OUT04,Supermarket Type1,Tier 1
7625,OUT04,Supermarket Type1,Tier 1
7627,OUT04,Supermarket Type1,Tier 1
7629,OUT04,Supermarket Type1,Tier 1
7631,OUT04,Supermarket Type1,Tier 1
7637,OUT04,Supermarket Type1,Tier 1
7638,OUT04,Supermarket Type1,Tier 1
7640,OUT04,Supermarket Type1,Tier 1
7642,OUT04,Supermarket Type1,Tier 1
7646,OUT04,Supermarket Type1,Tier 1
7649,OUT04,Supermarket Type1,Tier 1
7651,OUT04,Supermarket Type1,Tier 1
7660,OUT04,Supermarket Type1,Tier 1
7662,OUT04,Supermarket Type1,Tier 1
7670,OUT04,Supermarket Type1,Tier 1
7673,OUT04,Supermarket Type1,Tier 1
7676,OUT04,Supermarket Type1,Tier 1
7680,OUT04,Supermarket Type1,Tier 1
7681,OUT04,Supermarket Type1,Tier 1
7683,OUT04,Supermarket Type1,Tier 1
7684,OUT04,Supermarket Type1,Tier 1
7685,OUT04,Supermarket Type1,Tier 1
7696,OUT04,Supermarket Type1,Tier 1
7697,OUT04,Supermarket Type1,Tier 1
7699,OUT04,Supermarket Type1,Tier 1
7704,OUT04,Supermarket Type1,Tier 1
7705,OUT04,Supermarket Type1,Tier 1
7709,OUT04,Supermarket Type1,Tier 1
7711,OUT04,Supermarket Type1,Tier 1
7712,OUT04,Supermarket Type1,Tier 1
7716,OUT04,Supermarket Type1,Tier 1
7718,OUT04,Supermarket Type1,Tier 1
7725,OUT04,Supermarket Type1,Tier 1
7736,OUT04,Supermarket Type1,Tier 1
7749,OUT04,Supermarket Type1,Tier 1
7767,OUT04,Supermarket Type1,Tier 1
7772,OUT04,Supermarket Type1,Tier 1
7773,OUT04,Supermarket Type1,Tier 1
7775,OUT04,Supermarket Type1,Tier 1
7778,OUT04,Supermarket Type1,Tier 1
7781,OUT04,Supermarket Type1,Tier 1
7782,OUT04,Supermarket Type1,Tier 1
7787,OUT04,Supermarket Type1,Tier 1
7790,OUT04,Supermarket Type1,Tier 1
7797,OUT04,Supermarket Type1,Tier 1
7799,OUT04,Supermarket Type1,Tier 1
7806,OUT04,Supermarket Type1,Tier 1
7810,OUT04,Supermarket Type1,Tier 1
7839,OUT04,Supermarket Type1,Tier 1
7840,OUT04,Supermarket Type1,Tier 1
7842,OUT04,Supermarket Type1,Tier 1
7844,OUT04,Supermarket Type1,Tier 1
7845,OUT04,Supermarket Type1,Tier 1
7849,OUT04,Supermarket Type1,Tier 1
7851,OUT04,Supermarket Type1,Tier 1
7852,OUT04,Supermarket Type1,Tier 1
7863,OUT04,Supermarket Type1,Tier 1
7868,OUT04,Supermarket Type1,Tier 1
7872,OUT04,Supermarket Type1,Tier 1
7879,OUT04,Supermarket Type1,Tier 1
7892,OUT04,Supermarket Type1,Tier 1
7894,OUT04,Supermarket Type1,Tier 1
7901,OUT04,Supermarket Type1,Tier 1
7908,OUT04,Supermarket Type1,Tier 1
7909,OUT04,Supermarket Type1,Tier 1
7910,OUT04,Supermarket Type1,Tier 1
7911,OUT04,Supermarket Type1,Tier 1
7914,OUT04,Supermarket Type1,Tier 1
7916,OUT04,Supermarket Type1,Tier 1
7918,OUT04,Supermarket Type1,Tier 1
7919,OUT04,Supermarket Type1,Tier 1
7926,OUT04,Supermarket Type1,Tier 1
7927,OUT04,Supermarket Type1,Tier 1
7936,OUT04,Supermarket Type1,Tier 1
7938,OUT04,Supermarket Type1,Tier 1
7942,OUT04,Supermarket Type1,Tier 1
7944,OUT04,Supermarket Type1,Tier 1
7947,OUT04,Supermarket Type1,Tier 1
7954,OUT04,Supermarket Type1,Tier 1
7955,OUT04,Supermarket Type1,Tier 1
7960,OUT04,Supermarket Type1,Tier 1
7963,OUT04,Supermarket Type1,Tier 1
7965,OUT04,Supermarket Type1,Tier 1
7971,OUT04,Supermarket Type1,Tier 1
7973,OUT04,Supermarket Type1,Tier 1
7974,OUT04,Supermarket Type1,Tier 1
7977,OUT04,Supermarket Type1,Tier 1
7979,OUT04,Supermarket Type1,Tier 1
7983,OUT04,Supermarket Type1,Tier 1
7991,OUT04,Supermarket Type1,Tier 1
7992,OUT04,Supermarket Type1,Tier 1
7994,OUT04,Supermarket Type1,Tier 1
8002,OUT04,Supermarket Type1,Tier 1
8006,OUT04,Supermarket Type1,Tier 1
8009,OUT04,Supermarket Type1,Tier 1
8013,OUT04,Supermarket Type1,Tier 1
8015,OUT04,Supermarket Type1,Tier 1
8017,OUT04,Supermarket Type1,Tier 1
8019,OUT04,Supermarket Type1,Tier 1
8020,OUT04,Supermarket Type1,Tier 1
8027,OUT04,Supermarket Type1,Tier 1
8032,OUT04,Supermarket Type1,Tier 1
8034,OUT04,Supermarket Type1,Tier 1
8041,OUT04,Supermarket Type1,Tier 1
8045,OUT04,Supermarket Type1,Tier 1
8046,OUT04,Supermarket Type1,Tier 1
8052,OUT04,Supermarket Type1,Tier 1
8055,OUT04,Supermarket Type1,Tier 1
8059,OUT04,Supermarket Type1,Tier 1
8062,OUT04,Supermarket Type1,Tier 1
8065,OUT04,Supermarket Type1,Tier 1
8066,OUT04,Supermarket Type1,Tier 1
8067,OUT04,Supermarket Type1,Tier 1
8071,OUT04,Supermarket Type1,Tier 1
8073,OUT04,Supermarket Type1,Tier 1
8074,OUT04,Supermarket Type1,Tier 1
8079,OUT04,Supermarket Type1,Tier 1
8085,OUT04,Supermarket Type1,Tier 1
8087,OUT04,Supermarket Type1,Tier 1
8101,OUT04,Supermarket Type1,Tier 1
8102,OUT04,Supermarket Type1,Tier 1
8104,OUT04,Supermarket Type1,Tier 1
8115,OUT04,Supermarket Type1,Tier 1
8119,OUT04,Supermarket Type1,Tier 1
8127,OUT04,Supermarket Type1,Tier 1
8128,OUT04,Supermarket Type1,Tier 1
8130,OUT04,Supermarket Type1,Tier 1
8135,OUT04,Supermarket Type1,Tier 1
8136,OUT04,Supermarket Type1,Tier 1
8137,OUT04,Supermarket Type1,Tier 1
8149,OUT04,Supermarket Type1,Tier 1
8150,OUT04,Supermarket Type1,Tier 1
8151,OUT04,Supermarket Type1,Tier 1
8161,OUT04,Supermarket Type1,Tier 1
8162,OUT04,Supermarket Type1,Tier 1
8167,OUT04,Supermarket Type1,Tier 1
8168,OUT04,Supermarket Type1,Tier 1
8171,OUT04,Supermarket Type1,Tier 1
8172,OUT04,Supermarket Type1,Tier 1
8176,OUT04,Supermarket Type1,Tier 1
8183,OUT04,Supermarket Type1,Tier 1
8185,OUT04,Supermarket Type1,Tier 1
8187,OUT04,Supermarket Type1,Tier 1
8188,OUT04,Supermarket Type1,Tier 1
8191,OUT04,Supermarket Type1,Tier 1
8193,OUT04,Supermarket Type1,Tier 1
8202,OUT04,Supermarket Type1,Tier 1
