,Outlet_Identifier,Outlet_Size,Outlet_Type
4542,OUT049,Medium,Supermarket Type1
4543,OUT049,Medium,Supermarket Type1
4544,OUT045,,Supermarket Type1
4545,OUT013,High,Supermarket Type1
4546,OUT017,,Supermarket Type1
4547,OUT035,Small,Supermarket Type1
4548,OUT017,,Supermarket Type1
4549,OUT017,,Supermarket Type1
4550,OUT018,Medium,Supermarket Type2
4551,OUT017,,Supermarket Type1
4552,OUT019,Small,Grocery Store
4553,OUT045,,Supermarket Type1
4554,OUT019,Small,Grocery Store
4555,OUT027,Medium,Supermarket Type3
4556,OUT018,Medium,Supermarket Type2
4557,OUT017,,Supermarket Type1
4558,OUT013,High,Supermarket Type1
4559,OUT019,Small,Grocery Store
4560,OUT019,Small,Grocery Store
4561,OUT017,,Supermarket Type1
4562,OUT017,,Supermarket Type1
4563,OUT017,,Supermarket Type1
4564,OUT013,High,Supermarket Type1
4565,OUT046,Small,Supermarket Type1
4566,OUT013,High,Supermarket Type1
4567,OUT019,Small,Grocery Store
4568,OUT017,,Supermarket Type1
4569,OUT013,High,Supermarket Type1
4570,OUT027,Medium,Supermarket Type3
4571,OUT045,,Supermarket Type1
4572,OUT049,Medium,Supermarket Type1
4573,OUT035,Small,Supermarket Type1
4574,OUT013,High,Supermarket Type1
4575,OUT035,Small,Supermarket Type1
4576,OUT049,Medium,Supermarket Type1
4577,OUT017,,Supermarket Type1
4578,OUT049,Medium,Supermarket Type1
4579,OUT049,Medium,Supermarket Type1
4580,OUT017,,Supermarket Type1
4581,OUT017,,Supermarket Type1
4582,OUT013,High,Supermarket Type1
4583,OUT019,Small,Grocery Store
4584,OUT018,Medium,Supermarket Type2
4585,OUT046,Small,Supermarket Type1
4586,OUT035,Small,Supermarket Type1
4587,OUT035,Small,Supermarket Type1
4588,OUT019,Small,Grocery Store
4589,OUT027,Medium,Supermarket Type3
4590,OUT045,,Supermarket Type1
4591,OUT013,High,Supermarket Type1
4592,OUT049,Medium,Supermarket Type1
4593,OUT013,High,Supermarket Type1
4594,OUT027,Medium,Supermarket Type3
4595,OUT046,Small,Supermarket Type1
4596,OUT013,High,Supermarket Type1
4597,OUT017,,Supermarket Type1
4598,OUT027,Medium,Supermarket Type3
4599,OUT019,Small,Grocery Store
4600,OUT027,Medium,Supermarket Type3
4601,OUT027,Medium,Supermarket Type3
4602,OUT018,Medium,Supermarket Type2
4603,OUT046,Small,Supermarket Type1
4604,OUT027,Medium,Supermarket Type3
4605,OUT046,Small,Supermarket Type1
4606,OUT013,High,Supermarket Type1
4607,OUT035,Small,Supermarket Type1
4608,OUT027,Medium,Supermarket Type3
4609,OUT018,Medium,Supermarket Type2
4610,OUT045,,Supermarket Type1
4611,OUT019,Small,Grocery Store
4612,OUT010,,Grocery Store
4613,OUT046,Small,Supermarket Type1
4614,OUT018,Medium,Supermarket Type2
4615,OUT013,High,Supermarket Type1
4616,OUT018,Medium,Supermarket Type2
4617,OUT049,Medium,Supermarket Type1
4618,OUT018,Medium,Supermarket Type2
4619,OUT010,,Grocery Store
4620,OUT027,Medium,Supermarket Type3
4621,OUT046,Small,Supermarket Type1
4622,OUT010,,Grocery Store
4623,OUT013,High,Supermarket Type1
4624,OUT027,Medium,Supermarket Type3
4625,OUT049,Medium,Supermarket Type1
4626,OUT045,,Supermarket Type1
4627,OUT049,Medium,Supermarket Type1
4628,OUT049,Medium,Supermarket Type1
4629,OUT018,Medium,Supermarket Type2
4630,OUT018,Medium,Supermarket Type2
4631,OUT027,Medium,Supermarket Type3
4632,OUT013,High,Supermarket Type1
4633,OUT018,Medium,Supermarket Type2
4634,OUT019,Small,Grocery Store
4635,OUT018,Medium,Supermarket Type2
4636,OUT018,Medium,Supermarket Type2
4637,OUT019,Small,Grocery Store
4638,OUT035,Small,Supermarket Type1
4639,OUT018,Medium,Supermarket Type2
4640,OUT017,,Supermarket Type1
4641,OUT046,Small,Supermarket Type1
4642,OUT017,,Supermarket Type1
4643,OUT046,Small,Supermarket Type1
4644,OUT018,Medium,Supermarket Type2
4645,OUT027,Medium,Supermarket Type3
4646,OUT035,Small,Supermarket Type1
4647,OUT027,Medium,Supermarket Type3
4648,OUT017,,Supermarket Type1
4649,OUT035,Small,Supermarket Type1
4650,OUT017,,Supermarket Type1
4651,OUT049,Medium,Supermarket Type1
4652,OUT013,High,Supermarket Type1
4653,OUT046,Small,Supermarket Type1
4654,OUT046,Small,Supermarket Type1
4655,OUT010,,Grocery Store
4656,OUT010,,Grocery Store
4657,OUT018,Medium,Supermarket Type2
4658,OUT046,Small,Supermarket Type1
4659,OUT035,Small,Supermarket Type1
4660,OUT013,High,Supermarket Type1
4661,OUT049,Medium,Supermarket Type1
4662,OUT049,Medium,Supermarket Type1
4663,OUT027,Medium,Supermarket Type3
4664,OUT045,,Supermarket Type1
4665,OUT017,,Supermarket Type1
4666,OUT017,,Supermarket Type1
4667,OUT017,,Supermarket Type1
4668,OUT045,,Supermarket Type1
4669,OUT049,Medium,Supermarket Type1
4670,OUT019,Small,Grocery Store
4671,OUT035,Small,Supermarket Type1
4672,OUT045,,Supermarket Type1
4673,OUT017,,Supermarket Type1
4674,OUT019,Small,Grocery Store
4675,OUT017,,Supermarket Type1
4676,OUT027,Medium,Supermarket Type3
4677,OUT045,,Supermarket Type1
4678,OUT018,Medium,Supermarket Type2
4679,OUT035,Small,Supermarket Type1
4680,OUT013,High,Supermarket Type1
4681,OUT027,Medium,Supermarket Type3
4682,OUT045,,Supermarket Type1
4683,OUT018,Medium,Supermarket Type2
4684,OUT045,,Supermarket Type1
4685,OUT046,Small,Supermarket Type1
4686,OUT045,,Supermarket Type1
4687,OUT046,Small,Supermarket Type1
4688,OUT019,Small,Grocery Store
4689,OUT046,Small,Supermarket Type1
4690,OUT027,Medium,Supermarket Type3
4691,OUT018,Medium,Supermarket Type2
4692,OUT045,,Supermarket Type1
4693,OUT010,,Grocery Store
4694,OUT013,High,Supermarket Type1
4695,OUT035,Small,Supermarket Type1
4696,OUT017,,Supermarket Type1
4697,OUT013,High,Supermarket Type1
4698,OUT035,Small,Supermarket Type1
4699,OUT017,,Supermarket Type1
4700,OUT017,,Supermarket Type1
4701,OUT035,Small,Supermarket Type1
4702,OUT013,High,Supermarket Type1
4703,OUT013,High,Supermarket Type1
4704,OUT013,High,Supermarket Type1
4705,OUT019,Small,Grocery Store
4706,OUT035,Small,Supermarket Type1
4707,OUT035,Small,Supermarket Type1
4708,OUT018,Medium,Supermarket Type2
4709,OUT045,,Supermarket Type1
4710,OUT045,,Supermarket Type1
4711,OUT045,,Supermarket Type1
4712,OUT035,Small,Supermarket Type1
4713,OUT018,Medium,Supermarket Type2
4714,OUT049,Medium,Supermarket Type1
4715,OUT019,Small,Grocery Store
4716,OUT045,,Supermarket Type1
4717,OUT019,Small,Grocery Store
4718,OUT035,Small,Supermarket Type1
4719,OUT035,Small,Supermarket Type1
4720,OUT018,Medium,Supermarket Type2
4721,OUT027,Medium,Supermarket Type3
4722,OUT045,,Supermarket Type1
4723,OUT046,Small,Supermarket Type1
4724,OUT035,Small,Supermarket Type1
4725,OUT018,Medium,Supermarket Type2
4726,OUT019,Small,Grocery Store
4727,OUT035,Small,Supermarket Type1
4728,OUT027,Medium,Supermarket Type3
4729,OUT018,Medium,Supermarket Type2
4730,OUT049,Medium,Supermarket Type1
4731,OUT049,Medium,Supermarket Type1
4732,OUT046,Small,Supermarket Type1
4733,OUT049,Medium,Supermarket Type1
4734,OUT027,Medium,Supermarket Type3
4735,OUT046,Small,Supermarket Type1
4736,OUT019,Small,Grocery Store
4737,OUT045,,Supermarket Type1
4738,OUT035,Small,Supermarket Type1
4739,OUT035,Small,Supermarket Type1
4740,OUT018,Medium,Supermarket Type2
4741,OUT017,,Supermarket Type1
4742,OUT049,Medium,Supermarket Type1
4743,OUT013,High,Supermarket Type1
4744,OUT027,Medium,Supermarket Type3
4745,OUT035,Small,Supermarket Type1
4746,OUT027,Medium,Supermarket Type3
4747,OUT049,Medium,Supermarket Type1
4748,OUT027,Medium,Supermarket Type3
4749,OUT035,Small,Supermarket Type1
4750,OUT046,Small,Supermarket Type1
4751,OUT027,Medium,Supermarket Type3
4752,OUT017,,Supermarket Type1
4753,OUT013,High,Supermarket Type1
4754,OUT045,,Supermarket Type1
4755,OUT035,Small,Supermarket Type1
4756,OUT017,,Supermarket Type1
4757,OUT013,High,Supermarket Type1
4758,OUT013,High,Supermarket Type1
4759,OUT027,Medium,Supermarket Type3
4760,OUT017,,Supermarket Type1
4761,OUT018,Medium,Supermarket Type2
4762,OUT013,High,Supermarket Type1
4763,OUT045,,Supermarket Type1
4764,OUT017,,Supermarket Type1
4765,OUT013,High,Supermarket Type1
4766,OUT035,Small,Supermarket Type1
4767,OUT027,Medium,Supermarket Type3
4768,OUT045,,Supermarket Type1
4769,OUT046,Small,Supermarket Type1
4770,OUT010,,Grocery Store
4771,OUT046,Small,Supermarket Type1
4772,OUT027,Medium,Supermarket Type3
4773,OUT017,,Supermarket Type1
4774,OUT045,,Supermarket Type1
4775,OUT017,,Supermarket Type1
4776,OUT018,Medium,Supermarket Type2
4777,OUT046,Small,Supermarket Type1
4778,OUT017,,Supermarket Type1
4779,OUT035,Small,Supermarket Type1
4780,OUT010,,Grocery Store
4781,OUT017,,Supermarket Type1
4782,OUT013,High,Supermarket Type1
4783,OUT013,High,Supermarket Type1
4784,OUT035,Small,Supermarket Type1
4785,OUT027,Medium,Supermarket Type3
4786,OUT045,,Supermarket Type1
4787,OUT035,Small,Supermarket Type1
4788,OUT045,,Supermarket Type1
4789,OUT010,,Grocery Store
4790,OUT046,Small,Supermarket Type1
4791,OUT018,Medium,Supermarket Type2
4792,OUT049,Medium,Supermarket Type1
4793,OUT019,Small,Grocery Store
4794,OUT013,High,Supermarket Type1
4795,OUT045,,Supermarket Type1
4796,OUT027,Medium,Supermarket Type3
4797,OUT049,Medium,Supermarket Type1
4798,OUT017,,Supermarket Type1
4799,OUT045,,Supermarket Type1
4800,OUT010,,Grocery Store
4801,OUT035,Small,Supermarket Type1
4802,OUT017,,Supermarket Type1
4803,OUT027,Medium,Supermarket Type3
4804,OUT018,Medium,Supermarket Type2
4805,OUT046,Small,Supermarket Type1
4806,OUT013,High,Supermarket Type1
4807,OUT017,,Supermarket Type1
4808,OUT018,Medium,Supermarket Type2
4809,OUT013,High,Supermarket Type1
4810,OUT045,,Supermarket Type1
4811,OUT045,,Supermarket Type1
4812,OUT019,Small,Grocery Store
4813,OUT018,Medium,Supermarket Type2
4814,OUT027,Medium,Supermarket Type3
4815,OUT018,Medium,Supermarket Type2
4816,OUT045,,Supermarket Type1
4817,OUT013,High,Supermarket Type1
4818,OUT046,Small,Supermarket Type1
4819,OUT046,Small,Supermarket Type1
4820,OUT035,Small,Supermarket Type1
4821,OUT035,Small,Supermarket Type1
4822,OUT027,Medium,Supermarket Type3
4823,OUT035,Small,Supermarket Type1
4824,OUT045,,Supermarket Type1
4825,OUT049,Medium,Supermarket Type1
4826,OUT049,Medium,Supermarket Type1
4827,OUT027,Medium,Supermarket Type3
4828,OUT018,Medium,Supermarket Type2
4829,OUT027,Medium,Supermarket Type3
4830,OUT046,Small,Supermarket Type1
4831,OUT045,,Supermarket Type1
4832,OUT027,Medium,Supermarket Type3
4833,OUT035,Small,Supermarket Type1
4834,OUT046,Small,Supermarket Type1
4835,OUT027,Medium,Supermarket Type3
4836,OUT017,,Supermarket Type1
4837,OUT017,,Supermarket Type1
4838,OUT045,,Supermarket Type1
4839,OUT027,Medium,Supermarket Type3
4840,OUT018,Medium,Supermarket Type2
4841,OUT018,Medium,Supermarket Type2
4842,OUT049,Medium,Supermarket Type1
4843,OUT013,High,Supermarket Type1
4844,OUT010,,Grocery Store
4845,OUT046,Small,Supermarket Type1
4846,OUT035,Small,Supermarket Type1
4847,OUT013,High,Supermarket Type1
4848,OUT046,Small,Supermarket Type1
4849,OUT013,High,Supermarket Type1
4850,OUT018,Medium,Supermarket Type2
4851,OUT010,,Grocery Store
4852,OUT045,,Supermarket Type1
4853,OUT045,,Supermarket Type1
4854,OUT046,Small,Supermarket Type1
4855,OUT017,,Supermarket Type1
4856,OUT049,Medium,Supermarket Type1
4857,OUT018,Medium,Supermarket Type2
4858,OUT049,Medium,Supermarket Type1
4859,OUT035,Small,Supermarket Type1
4860,OUT045,,Supermarket Type1
4861,OUT019,Small,Grocery Store
4862,OUT018,Medium,Supermarket Type2
4863,OUT018,Medium,Supermarket Type2
4864,OUT017,,Supermarket Type1
4865,OUT018,Medium,Supermarket Type2
4866,OUT035,Small,Supermarket Type1
4867,OUT035,Small,Supermarket Type1
4868,OUT027,Medium,Supermarket Type3
4869,OUT013,High,Supermarket Type1
4870,OUT046,Small,Supermarket Type1
4871,OUT027,Medium,Supermarket Type3
4872,OUT045,,Supermarket Type1
4873,OUT027,Medium,Supermarket Type3
4874,OUT010,,Grocery Store
4875,OUT013,High,Supermarket Type1
4876,OUT018,Medium,Supermarket Type2
4877,OUT049,Medium,Supermarket Type1
4878,OUT018,Medium,Supermarket Type2
4879,OUT045,,Supermarket Type1
4880,OUT045,,Supermarket Type1
4881,OUT035,Small,Supermarket Type1
4882,OUT046,Small,Supermarket Type1
4883,OUT018,Medium,Supermarket Type2
4884,OUT049,Medium,Supermarket Type1
4885,OUT045,,Supermarket Type1
4886,OUT049,Medium,Supermarket Type1
4887,OUT018,Medium,Supermarket Type2
4888,OUT013,High,Supermarket Type1
4889,OUT035,Small,Supermarket Type1
4890,OUT018,Medium,Supermarket Type2
4891,OUT035,Small,Supermarket Type1
4892,OUT046,Small,Supermarket Type1
4893,OUT018,Medium,Supermarket Type2
4894,OUT045,,Supermarket Type1
4895,OUT018,Medium,Supermarket Type2
4896,OUT045,,Supermarket Type1
4897,OUT019,Small,Grocery Store
4898,OUT013,High,Supermarket Type1
4899,OUT049,Medium,Supermarket Type1
4900,OUT035,Small,Supermarket Type1
4901,OUT027,Medium,Supermarket Type3
4902,OUT013,High,Supermarket Type1
4903,OUT049,Medium,Supermarket Type1
4904,OUT046,Small,Supermarket Type1
4905,OUT046,Small,Supermarket Type1
4906,OUT010,,Grocery Store
4907,OUT017,,Supermarket Type1
4908,OUT018,Medium,Supermarket Type2
4909,OUT010,,Grocery Store
4910,OUT010,,Grocery Store
4911,OUT018,Medium,Supermarket Type2
4912,OUT045,,Supermarket Type1
4913,OUT027,Medium,Supermarket Type3
4914,OUT013,High,Supermarket Type1
4915,OUT013,High,Supermarket Type1
4916,OUT049,Medium,Supermarket Type1
4917,OUT049,Medium,Supermarket Type1
4918,OUT046,Small,Supermarket Type1
4919,OUT049,Medium,Supermarket Type1
4920,OUT010,,Grocery Store
4921,OUT018,Medium,Supermarket Type2
4922,OUT049,Medium,Supermarket Type1
4923,OUT046,Small,Supermarket Type1
4924,OUT010,,Grocery Store
4925,OUT010,,Grocery Store
4926,OUT010,,Grocery Store
4927,OUT045,,Supermarket Type1
4928,OUT049,Medium,Supermarket Type1
4929,OUT027,Medium,Supermarket Type3
4930,OUT027,Medium,Supermarket Type3
4931,OUT045,,Supermarket Type1
4932,OUT018,Medium,Supermarket Type2
4933,OUT045,,Supermarket Type1
4934,OUT013,High,Supermarket Type1
4935,OUT035,Small,Supermarket Type1
4936,OUT017,,Supermarket Type1
4937,OUT013,High,Supermarket Type1
4938,OUT019,Small,Grocery Store
4939,OUT013,High,Supermarket Type1
4940,OUT010,,Grocery Store
4941,OUT010,,Grocery Store
4942,OUT049,Medium,Supermarket Type1
4943,OUT019,Small,Grocery Store
4944,OUT035,Small,Supermarket Type1
4945,OUT035,Small,Supermarket Type1
4946,OUT035,Small,Supermarket Type1
4947,OUT013,High,Supermarket Type1
4948,OUT017,,Supermarket Type1
4949,OUT027,Medium,Supermarket Type3
4950,OUT017,,Supermarket Type1
4951,OUT027,Medium,Supermarket Type3
4952,OUT017,,Supermarket Type1
4953,OUT049,Medium,Supermarket Type1
4954,OUT027,Medium,Supermarket Type3
4955,OUT010,,Grocery Store
4956,OUT045,,Supermarket Type1
4957,OUT019,Small,Grocery Store
4958,OUT013,High,Supermarket Type1
4959,OUT049,Medium,Supermarket Type1
4960,OUT018,Medium,Supermarket Type2
4961,OUT017,,Supermarket Type1
4962,OUT035,Small,Supermarket Type1
4963,OUT049,Medium,Supermarket Type1
4964,OUT027,Medium,Supermarket Type3
4965,OUT046,Small,Supermarket Type1
4966,OUT035,Small,Supermarket Type1
4967,OUT049,Medium,Supermarket Type1
4968,OUT019,Small,Grocery Store
4969,OUT017,,Supermarket Type1
4970,OUT045,,Supermarket Type1
4971,OUT049,Medium,Supermarket Type1
4972,OUT018,Medium,Supermarket Type2
4973,OUT049,Medium,Supermarket Type1
4974,OUT018,Medium,Supermarket Type2
4975,OUT045,,Supermarket Type1
4976,OUT049,Medium,Supermarket Type1
4977,OUT046,Small,Supermarket Type1
4978,OUT046,Small,Supermarket Type1
4979,OUT046,Small,Supermarket Type1
4980,OUT017,,Supermarket Type1
4981,OUT027,Medium,Supermarket Type3
4982,OUT045,,Supermarket Type1
4983,OUT035,Small,Supermarket Type1
4984,OUT046,Small,Supermarket Type1
4985,OUT013,High,Supermarket Type1
4986,OUT035,Small,Supermarket Type1
4987,OUT010,,Grocery Store
4988,OUT035,Small,Supermarket Type1
4989,OUT046,Small,Supermarket Type1
4990,OUT017,,Supermarket Type1
4991,OUT046,Small,Supermarket Type1
4992,OUT018,Medium,Supermarket Type2
4993,OUT049,Medium,Supermarket Type1
4994,OUT049,Medium,Supermarket Type1
4995,OUT045,,Supermarket Type1
4996,OUT046,Small,Supermarket Type1
4997,OUT018,Medium,Supermarket Type2
4998,OUT046,Small,Supermarket Type1
4999,OUT018,Medium,Supermarket Type2
5000,OUT049,Medium,Supermarket Type1
5001,OUT046,Small,Supermarket Type1
5002,OUT049,Medium,Supermarket Type1
5003,OUT027,Medium,Supermarket Type3
5004,OUT035,Small,Supermarket Type1
5005,OUT046,Small,Supermarket Type1
5006,OUT045,,Supermarket Type1
5007,OUT035,Small,Supermarket Type1
5008,OUT046,Small,Supermarket Type1
5009,OUT035,Small,Supermarket Type1
5010,OUT013,High,Supermarket Type1
5011,OUT017,,Supermarket Type1
5012,OUT017,,Supermarket Type1
5013,OUT049,Medium,Supermarket Type1
5014,OUT010,,Grocery Store
5015,OUT018,Medium,Supermarket Type2
5016,OUT013,High,Supermarket Type1
5017,OUT045,,Supermarket Type1
5018,OUT046,Small,Supermarket Type1
5019,OUT018,Medium,Supermarket Type2
5020,OUT013,High,Supermarket Type1
5021,OUT046,Small,Supermarket Type1
5022,OUT019,Small,Grocery Store
5023,OUT049,Medium,Supermarket Type1
5024,OUT017,,Supermarket Type1
5025,OUT046,Small,Supermarket Type1
5026,OUT046,Small,Supermarket Type1
5027,OUT027,Medium,Supermarket Type3
5028,OUT013,High,Supermarket Type1
5029,OUT045,,Supermarket Type1
5030,OUT045,,Supermarket Type1
5031,OUT010,,Grocery Store
5032,OUT046,Small,Supermarket Type1
5033,OUT049,Medium,Supermarket Type1
5034,OUT049,Medium,Supermarket Type1
5035,OUT018,Medium,Supermarket Type2
5036,OUT035,Small,Supermarket Type1
5037,OUT049,Medium,Supermarket Type1
5038,OUT049,Medium,Supermarket Type1
5039,OUT027,Medium,Supermarket Type3
5040,OUT017,,Supermarket Type1
5041,OUT045,,Supermarket Type1
5042,OUT018,Medium,Supermarket Type2
5043,OUT027,Medium,Supermarket Type3
5044,OUT010,,Grocery Store
5045,OUT046,Small,Supermarket Type1
5046,OUT049,Medium,Supermarket Type1
5047,OUT035,Small,Supermarket Type1
5048,OUT049,Medium,Supermarket Type1
5049,OUT045,,Supermarket Type1
5050,OUT010,,Grocery Store
5051,OUT045,,Supermarket Type1
5052,OUT046,Small,Supermarket Type1
5053,OUT018,Medium,Supermarket Type2
5054,OUT049,Medium,Supermarket Type1
5055,OUT046,Small,Supermarket Type1
5056,OUT017,,Supermarket Type1
5057,OUT010,,Grocery Store
5058,OUT027,Medium,Supermarket Type3
5059,OUT013,High,Supermarket Type1
5060,OUT017,,Supermarket Type1
5061,OUT013,High,Supermarket Type1
5062,OUT017,,Supermarket Type1
5063,OUT027,Medium,Supermarket Type3
5064,OUT046,Small,Supermarket Type1
5065,OUT027,Medium,Supermarket Type3
5066,OUT018,Medium,Supermarket Type2
5067,OUT013,High,Supermarket Type1
5068,OUT049,Medium,Supermarket Type1
5069,OUT013,High,Supermarket Type1
5070,OUT027,Medium,Supermarket Type3
5071,OUT010,,Grocery Store
5072,OUT013,High,Supermarket Type1
5073,OUT049,Medium,Supermarket Type1
5074,OUT018,Medium,Supermarket Type2
5075,OUT027,Medium,Supermarket Type3
5076,OUT013,High,Supermarket Type1
5077,OUT046,Small,Supermarket Type1
5078,OUT035,Small,Supermarket Type1
5079,OUT049,Medium,Supermarket Type1
5080,OUT049,Medium,Supermarket Type1
5081,OUT035,Small,Supermarket Type1
5082,OUT013,High,Supermarket Type1
5083,OUT010,,Grocery Store
5084,OUT027,Medium,Supermarket Type3
5085,OUT045,,Supermarket Type1
5086,OUT035,Small,Supermarket Type1
5087,OUT018,Medium,Supermarket Type2
5088,OUT017,,Supermarket Type1
5089,OUT045,,Supermarket Type1
5090,OUT027,Medium,Supermarket Type3
5091,OUT045,,Supermarket Type1
5092,OUT019,Small,Grocery Store
5093,OUT010,,Grocery Store
5094,OUT046,Small,Supermarket Type1
5095,OUT010,,Grocery Store
5096,OUT045,,Supermarket Type1
5097,OUT017,,Supermarket Type1
5098,OUT017,,Supermarket Type1
5099,OUT018,Medium,Supermarket Type2
5100,OUT049,Medium,Supermarket Type1
5101,OUT019,Small,Grocery Store
5102,OUT018,Medium,Supermarket Type2
5103,OUT027,Medium,Supermarket Type3
5104,OUT049,Medium,Supermarket Type1
5105,OUT046,Small,Supermarket Type1
5106,OUT019,Small,Grocery Store
5107,OUT046,Small,Supermarket Type1
5108,OUT027,Medium,Supermarket Type3
5109,OUT045,,Supermarket Type1
5110,OUT035,Small,Supermarket Type1
5111,OUT035,Small,Supermarket Type1
5112,OUT049,Medium,Supermarket Type1
5113,OUT027,Medium,Supermarket Type3
5114,OUT046,Small,Supermarket Type1
5115,OUT035,Small,Supermarket Type1
5116,OUT018,Medium,Supermarket Type2
5117,OUT018,Medium,Supermarket Type2
5118,OUT027,Medium,Supermarket Type3
5119,OUT035,Small,Supermarket Type1
5120,OUT046,Small,Supermarket Type1
5121,OUT049,Medium,Supermarket Type1
5122,OUT019,Small,Grocery Store
5123,OUT046,Small,Supermarket Type1
5124,OUT027,Medium,Supermarket Type3
5125,OUT049,Medium,Supermarket Type1
5126,OUT018,Medium,Supermarket Type2
5127,OUT013,High,Supermarket Type1
5128,OUT049,Medium,Supermarket Type1
5129,OUT035,Small,Supermarket Type1
5130,OUT018,Medium,Supermarket Type2
5131,OUT035,Small,Supermarket Type1
